운영형태,관리기관명,주차장명,주차장관리번호,소재지도로명주소,주차장구분,주차장유형,주차구획수,위도,경도,교차로
민간위탁,부산광역시 부산진구청,시민장례식장 앞,2008011642,부산진구 범천1동 839-5,공영,노상,12,35.1464909,129.0602635,475
시설관리공단위탁,부산광역시 부산진구청,메가박스 서면점 앞,2008011645,부산진구 부전2동 575,공영,노상,26,35.1538771,129.0575931,562
민간위탁,부산광역시 영도구청,신선동,2009000002,영도구 신선동 136-1,공영,노외,25,35.0862031,129.0464186,266
민간위탁,부산광역시 영도구청,청학1동 노외공영주차장,2009000003,영도구 청학1동 418-5,공영,노외,40,35.09599475,129.0570471,103
민간위탁,부산광역시 영도구청,영도중학교옆,2009000005,영도구 동삼1동 328-22,공영,노외,20,35.07173515,129.0647706,80
민간위탁,부산광역시 영도구청,신선하나,2009000008,영도구 한결길 209 ,공영,노외,42,35.0910317,129.0464024,290
민간위탁,부산광역시 영도구청,해돋이마을,2009000009,영도구 와치로 2,공영,노외,22,35.0882541,129.0608907,100
민간위탁,부산광역시 영도구청,유정아파트,2009000010,영도구 봉래2동 122-37,공영,노외,20,35.0945525,129.0495853,216
시설관리공단위탁,부산광역시 영도구청,영선대로 지하공영,2016000001,영도구 영선대로 107,공영,노외,122,35.0851687,129.0405349,261
민간위탁,부산광역시 영도구청,75광장앞 공영주차장,2016000002,영도구 동삼1동 149-31,공영,노상,19,35.07173515,129.0647706,80
민간위탁,부산광역시 영도구청,남항방파제앞,2006001079,영도구 남항동 141-31,공영,노상,123,35.0893461,129.0382647,327
민간위탁,부산광역시 영도구청,청학동로,2014000001,영도구 청학동로 56 ,공영,노외,22,35.0907903,129.0630589,96
민간위탁,부산광역시 영도구청,청학스카이웨이,2014000002,영도구 청학남로 15 ,공영,노외,45,35.0889818,129.0634881,101
민간위탁,부산광역시 영도구청,선용품유통센터앞,2014000003,영도구 남항동 273-1,공영,노상,26,35.0893461,129.0382647,327
구(군)직영,부산광역시 영도구청,청학1동5,2014000005,영도구 청학1동 429-8,공영,노외,6,35.09599475,129.0570471,103
구(군)직영,부산광역시 영도구청,청학2동7,2014000006,영도구 청학2동 120-42,공영,노외,6,35.09021675,129.0651975,95
구(군)직영,부산광역시 영도구청,동삼3동3,2015000002,영도구 동삼3동 207-93,공영,노외,28,35.0849046,129.0724249,103
구(군)직영,부산광역시 영도구청,동삼2동3,2015000004,영도구 동삼2동 983-8,공영,노외,14,35.06494265,129.0797776,51
민간위탁,부산광역시 영도구청,봉래시장 공영주차장,2015000005,영도구 봉래1동 22-2,공영,노외,23,35.0945244,129.0422464,358
민간위탁,부산광역시 영도구청,해양로변,2015000007,영도구 해양로 156,공영,노상,51,35.099313,129.0576779,83
민간위탁,부산광역시 영도구청,봉래물양장,2006001059,영도구 남항동 1-2,공영,노상,48,35.0893461,129.0382647,327
민간위탁,부산광역시 영도구청,절영해안산책로앞,2006001090,영도구 영선2동 186-66,공영,노상,100,35.0802376,129.0434999,108
민간위탁,부산광역시 영도구청,인제병원앞,2006001106,영도구 봉래1동 208-1,공영,노상,29,35.0945244,129.0422464,358
민간위탁,부산광역시 영도구청,하수종말처리장,2009000014,영도구 동삼3동 175-20,공영,노상,77,35.0849046,129.0724249,103
시설관리공단위탁,부산광역시 부산진구청,서면시장 앞,2008011651,부산진구 부전2동 575 ,공영,노상,51,35.1538771,129.0575931,562
민간위탁,부산광역시 부산진구청,골드테마거리,2008011652,부산진구 범천1동 835-2,공영,노상,12,35.1464909,129.0602635,475
시설관리공단위탁,부산광역시 부산진구청,부전시장 앞,2008011654,부산진구 부전1동 573-10,공영,노상,48,35.16452825,129.0590653,497
시설관리공단위탁,부산광역시 부산진구청,부전역공영,2008011655,부산진구 부전1동 46,공영,노외,135,35.16452825,129.0590653,497
민간위탁,부산광역시 부산진구청,춘해병원옆,2009000012,부산진구 범천1동 948-4,공영,노상,12,35.1464909,129.0602635,475
민간위탁,부산광역시 부산진구청,부산도시공사옆,2009000016,부산진구 부전2동 560-5,공영,노외,134,35.1538771,129.0575931,562
민간위탁,부산광역시 부산진구청,초읍새싹길 주거지전용주차장,2009000020,부산진구 초읍동 536-2,공영,노외,15,35.1791327,129.0489923,174
민간위탁,부산광역시 부산진구청,광명3로 주거지전용주차장,2009000021,부산진구 양정2동 88-16,공영,노외,15,35.17289515,129.0756074,343
민간위탁,부산광역시 부산진구청,적십자로 주거지전용주차장,2009000023,부산진구 전포2동 588-11,공영,노외,14,35.16434005,129.0712629,265
민간위탁,부산광역시 부산진구청,삼성맨션옆 주거지전용주차장,2010000001,부산진구 당감4동 699-68,공영,노외,21,35.1715941,129.0285127,58
구(군)직영,부산광역시 부산진구청,월드컵로 시간제노상주차장,2010000006,부산진구 초읍동 376-9  ,공영,노상,44,35.1791327,129.0489923,174
민간위탁,부산광역시 동구청,범일2동 제1노상공영주차장,2017000001,동구 범일2동 830-15,공영,노상,38,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,조방로10번길제2노상공영주차장,2017000005,동구 범일2동 830-15 ,공영,노상,48,35.135714,129.0613395,401
구(군)직영,부산광역시 동구청,수정2동제3공영주차장,2017000006,동구 수정2동 823-22 ,공영,노외,72,35.13144615,129.0386786,207
민간위탁,부산광역시 동구청,범일로90번길노상공영,2017000007,동구 범일2동 830-15 ,공영,노상,23,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,수정공원상로 제1노상공영,2007001405,동구 수정4동 1178-47,공영,노상,60,35.1307636,129.0321337,99
시설관리공단위탁,부산광역시 동구청,수정초등학교 지하공영주차장,2019000003,동구 진성로 29 ,공영,노외,54,35.1301301,129.0478749,290
민간위탁,부산광역시 동구청,독도주차장,2015000001,동구 좌천동 722  ,공영,노외,42,35.1335788,129.0517546,338
민간위탁,부산광역시 동구청,초량6동제2공영주차장,2015000002,동구 초량6동 793-7,공영,노외,42,35.1233619,129.0316655,190
민간위탁,부산광역시 동구청,부산일보별관(사용료산정용),2018000001,동구 중앙대로180번길 10 ,공영,노상,37,35.1131737,129.0395401,389
민간위탁,부산광역시 동구청,조방로34번길 제2노상공영주차장,2007001226,동구 범일2동 830-200,공영,노상,20,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,자성로 제1노상공영주차장,2007001378,동구 범일2동 829-10,공영,노상,13,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,자성로75번길제1노상,2007001255,동구 범일2동 321-29,공영,노상,9,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,중앙대로399번길 제1노상공영주차장,2007001071,동구 좌천동 682-30,공영,노상,12,35.1335788,129.0517546,338
민간위탁,부산광역시 동구청,"진성로9번길 제1노상(구, 우리아비바생명옆)",2007001081,동구 수정2동 17-2,공영,노상,7,35.13144615,129.0386786,207
민간위탁,부산광역시 동구청,중앙대로236번길 제2노상공영주차장,2007001347,동구 초량3동 1195-2,공영,노상,13,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,중앙대로248번길제3노상,2007001349,동구 초량3동 1188-3,공영,노상,21,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,중앙대로320번길제3노상공영,2007001175,동구 초량3동 1154-6,공영,노상,14,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,중앙대로260번길 제1노상공영주차장,2007001153,동구 초량3동 1168-1,공영,노상,10,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,수정5동공영,2007011176,동구 수정5동 410-111,공영,노외,49,35.1353408,129.0410093,183
민간위탁,부산광역시 동구청,고관로 제2공영주차장(구.수정터널밑),1007011060,동구 좌천동 581-16,공영,노외,75,35.1335788,129.0517546,338
민간위탁,부산광역시 동구청,성남로 제1노외공영주차장,1007011059,동구 범일5동 1119,공영,노외,29,35.12658575,129.0572386,156
민간위탁,부산광역시 동구청,수정산(동여중)공영,2007011193,동구 수정2동 600-3,공영,노외,52,35.13144615,129.0386786,207
민간위탁,부산광역시 영도구청,남항시장 노외 공영주차장,2009000013,영도구 남항동 267,공영,노외,-4,35.0893461,129.0382647,327
민간위탁,부산광역시 영도구청,부산대교 밑,2008000001,영도구 봉래1동 134-1,공영,노상,87,35.0945244,129.0422464,358
민간위탁,부산광역시 영도구청,태종보세장치장옆,2012000003,영도구 청학2동 1-147,공영,노상,58,35.09021675,129.0651975,95
민간위탁,부산광역시 영도구청,토토볼링장앞,2006001067,영도구 대평남로 7 ,공영,노상,24,35.0903869,129.0347322,396
민간위탁,부산광역시 영도구청,하늘전망대앞,2006001089,영도구 동삼1동 149-14,공영,노상,29,35.07173515,129.0647706,80
민간위탁,부산광역시 영도구청,청학초등학교,2009000001,영도구 청학1동 412-3,공영,노외,105,35.09599475,129.0570471,103
민간위탁,부산광역시 서구청,해돋이공영주차장,2007011073,서구 해돋이로 146 ,공영,노외,102,35.0915398,129.0200505,233
민간위탁,부산광역시 서구청,서대신4동제2노상공영주차장,2007001420,서구 서대신4동 147-45,공영,노상,12,35.12738175,129.0118858,12
민간위탁,부산광역시 동구청,수정1동공영,2007011192,동구 수정1동 1043-60,공영,노외,54,35.124859,129.0401282,293
민간위탁,부산광역시 동구청,수정2동제2공영,2007011196,동구 수정2동 785-8,공영,노외,38,35.13144615,129.0386786,207
민간위탁,부산광역시 동구청,동구공영주차빌딩,2007011206,동구 초량1동 1204-9,공영,노외,146,35.1150192,129.0366048,377
민간위탁,부산광역시 동구청,범일1동제2공영,2007011145,동구 범곡서로 21,공영,노외,19,35.1411195,129.0521344,313
민간위탁,부산광역시 동구청,중앙대로180번길 제3노상공영주차장,2007001036,동구 초량1동 1213-9,공영,노상,37,35.1150192,129.0366048,377
민간위탁,부산광역시 동구청,중앙대로332번길 제3노상공영주차장,2007001176,동구 초량3동 1150-3,공영,노상,22,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,중앙대로332번길 제2노상,2007001177,동구 초량3동 1150-1,공영,노상,9,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,구봉로제1노상,1007001142,동구 초량3동 1118-2,공영,노상,49,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,중앙대로320번길제2노상공영,2007001172,동구 초량3동 1154-3,공영,노상,11,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,초량6동공영,2007011098,동구 초량6동 823-1,공영,노외,47,35.1233619,129.0316655,190
민간위탁,부산광역시 동구청,조방로26번길 제2노상공영주차장,2007001227,동구 범일2동 830-200,공영,노상,26,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,자성공원로 제1노상공영주차장,2007001375,동구 범일2동 830-29,공영,노상,6,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,자성로140번길 제1노상공영주차장,2007001404,동구 범일5동 825-83,공영,노상,30,35.12658575,129.0572386,156
민간위탁,부산광역시 동구청,부산고등학교입구,2007001116,동구 초량3동 667-8,공영,노상,16,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,자유시장 뒤,2008000004,동구 범일2동 830-24,공영,노상,32,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,범일초등공영,2008000014,동구 범일1동 1411-3,공영,노외,91,35.1411536,129.0482495,218
민간위탁,부산광역시 동구청,수정초등공영,2008000015,동구 수정2동 464-2,공영,노외,52,35.13144615,129.0386786,207
민간위탁,부산광역시 동구청,화신칼라 앞,2008000018,동구 범일2동 830-15,공영,노상,48,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,고관로 제1공영주차장,2007011194,동구 좌천동 570-2,공영,노외,21,35.1335788,129.0517546,338
민간위탁,부산광역시 동구청,"중앙대로296번길제1노상(구,수정변전소)",2007001309,동구 초량3동 1159-1,공영,노상,26,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,동구체육공원,2010000011,동구 수정2동 711-1,공영,노외,51,35.13144615,129.0386786,207
민간위탁,부산광역시 동구청,조방로10번길제1노상,2010000015,동구 범일2동 830-30,공영,노상,21,35.135714,129.0613395,401
민간위탁,부산광역시 동구청,가구거리 공영,2010000016,동구 범일1동 183,공영,노외,64,35.1411536,129.0482495,218
민간위탁,부산광역시 동구청,성북공영주차장,2011000001,동구 좌천동 910-3,공영,노외,47,35.1335788,129.0517546,338
민간위탁,부산광역시 동구청,범일1동공영주차장,2012000001,동구 범일1동 1338-11,공영,노외,45,35.1411536,129.0482495,218
민간위탁,부산광역시 동구청,차이나타운,2008000021,동구 초량1동 545-15,공영,노외,63,35.1150192,129.0366048,377
민간위탁,부산광역시 동구청,중앙대로236번길제3노상,2008000024,동구 초량3동 1195-7,공영,노상,13,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,중앙대로236번길 제4노상,2008000025,동구 초량3동 1196-1,공영,노상,14,35.11843835,129.0461421,250
민간위탁,부산광역시 동구청,범일1동제3공영주차장,2008000044,동구 범내로 34 ,공영,노외,28,35.1431915,129.0506671,258
민간위탁,부산광역시 서구청,송도노외공영주차장,2008001298,서구 암남동 579,공영,노외,49,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,동대신2동제1노상공영주차장,2007001563,서구 동대신2동 452-4,공영,노상,14,35.1133201,129.0236072,438
민간위탁,부산광역시 서구청,초장동제1노상공영주차장,2007001258,서구 초장동 128-69,공영,노상,36,35.0958071,129.0190172,368
민간위탁,부산광역시 서구청,부민동제1노상공영주차장,2007001322,서구 부민동 24-4  ,공영,노상,22,35.10426895,129.0173178,486
민간위탁,부산광역시 서구청,부민동노외공영주차장,2009000007,서구 구덕로199번길 53,공영,노외,64,35.1025983,129.0176514,470
민간위탁,부산광역시 서구청,동대신1동제4노상공영주차장,2016000002,서구 동대신1동 9-48,공영,노상,29,35.1097406,129.0216167,530
민간위탁,부산광역시 서구청,아미골공영주차장,2007011021,서구 아미로 77,공영,노외,62,35.0990211,129.0135321,303
민간위탁,부산광역시 서구청,충무동골목시장노외공영주차장,2016000003,서구 충무대로267번길 7,공영,노외,13,35.0945731,129.0233479,392
민간위탁,부산광역시 서구청,암남공원노외공영주차장,2017000001,서구 암남동 620-4,공영,노외,339,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,암남공원 볼레스토어,2017000003,서구 암남동 620-12,공영,노외,1,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,충무동제7노상공영주차장,2017000005,서구 자갈치로 14-11 ,공영,노상,8,35.0972254,129.0295506,656
민간위탁,부산광역시 서구청,천해로노외공영주차장,2017000006,서구 천해로 27-24,공영,노외,54,35.0896271,129.009458,72
민간위탁,부산광역시 서구청,암남동제5노상공영주차장,2017000007,서구 암남동 123-50  ,공영,노상,26,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,동대신1동제5노상공영주차장,2007001537,서구 동대신1동 419,공영,노상,15,35.1097406,129.0216167,530
민간위탁,부산광역시 서구청,남부민2동제1노상공영주차장,2007001860,서구 남부민2동 705,공영,노상,13,35.0846167,129.0211605,119
민간위탁,부산광역시 서구청,남부민2동제2노상공영주차장,2007001208,서구 남부민2동 692-2,공영,노상,23,35.0846167,129.0211605,119
민간위탁,부산광역시 서구청,충무동제2노상공영,2007001276,서구 충무동 9-2,공영,노상,21,35.0978873,129.0321536,654
민간위탁,부산광역시 서구청,등대로노상공영주차장,2014000002,서구 등대로 61-21,공영,노상,48,35.0803303,129.0238054,85
민간위탁,부산광역시 서구청,원양로노상공영주차장,2018000003,서구 원양로 243,공영,노상,81,35.06222,129.0129,12
민간위탁,부산광역시 서구청,새벽시장공영주차장,2018000002,서구 해안새벽시장길 76 ,공영,노외,70,35.0936891,129.0250661,406
민간위탁,부산광역시 서구청,아미동제2노상공영,2007001139,서구 아미동 5,공영,노상,11,35.10040295,129.0135017,323
민간위탁,부산광역시 서구청,암남동제1노상공영주차장,2008001134,서구 암남동 135-2,공영,노상,38,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,암남동제10노상공영주차장,2008001131,서구 암남동 95-13,공영,노상,56,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,초장동제2노상공영주차장,2007001253,서구 초장동 89-87,공영,노상,37,35.0958071,129.0190172,368
민간위탁,부산광역시 서구청,충무동제5노상공영,2008001297,서구 충무동 8-1,공영,노상,15,35.0975197,129.0231174,480
민간위탁,부산광역시 서구청,서대신4동제3노상공영주차장,2007001085,서구 서대신4동 7-5,공영,노상,22,35.12738175,129.0118858,12
민간위탁,부산광역시 서구청,서대신4동제1노상공영주차장,2007001124,서구 서대신4동 2-6,공영,노상,19,35.12738175,129.0118858,12
민간위탁,부산광역시 서구청,암남동제8노상공영주차장,2007001385,서구 암남동 614-5,공영,노상,50,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,암남동제7노상공영주차장,2007001178,서구 암남동 537-4,공영,노상,36,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,암남동제2노상공영주차장,2007001382,서구 암남동 583-3,공영,노상,31,35.0751352,129.0152617,102
민간위탁,부산광역시 서구청,고운들노외공영주차장,2007011218,서구 해돋이로 382,공영,노외,81,35.0915398,129.0200505,233
민간위탁,부산광역시 서구청,북산리공영주차장,2007011260,서구 동대신2동 79-39,공영,노외,99,35.1133201,129.0236072,438
민간위탁,부산광역시 서구청,망양노외공영주차장,2007011191,서구 동대신1동 11-15,공영,노외,103,35.1097406,129.0216167,530
민간위탁,부산광역시 중구청,신창 노외공영주차장,2017000001,중구 광복로35번길 35 ,공영,노외,44,35.1009949,129.0288452,734
민간위탁,부산광역시 중구청,중앙동 교보생명 옆 노상공영주차장,2007001118,중구 중앙대로116번길 12 ,공영,노상,40,35.1076498,129.0377044,477
민간위탁,부산광역시 중구청,중앙동 KT 뒤 노상공영주차장,2007001156,중구 충장대로5번길 69,공영,노상,58,35.1090839,129.0377042,460
민간위탁,부산광역시 중구청,중앙동 마린센터 노상공영주차장,2007001151,중구 충장대로5번길 72,공영,노상,45,35.1090839,129.0377042,460
민간위탁,부산광역시 중구청,부평 노외공영주차장,2012000004,중구 중구로33번길 32 ,공영,노외,85,35.1007578,129.0270302,728
민간위탁,부산광역시 중구청,자갈치보수복개천 노외공영주차장,2019000003,중구 구덕로 93,공영,노외,149,35.0978083,129.0349077,570
민간위탁,부산광역시 중구청,국제시장로 1구간 노상공영주차장,2007001071,중구 중구로 32 ,공영,노상,29,35.1104838,129.0350917,492
민간위탁,부산광역시 중구청,중부소방서 뒤 노상공영주차장,2007001134,중구 중앙대로 130,공영,노상,49,35.8641025,128.5933423,540
민간위탁,부산광역시 중구청,중앙동 객화차담 밑 노상공영주차장,2007001362,중구 충장대로13번길 40,공영,노상,68,35.1087371,129.0388464,448
민간위탁,부산광역시 중구청,유창빌딩 앞 노상공영주차장,2007001212,중구 중앙대로 72 ,공영,노상,20,35.1012155,129.0357402,523
민간위탁,부산광역시 중구청,부산우체국 뒤 노상공영주차장,2007001112,중구 해관로 84-2,공영,노상,42,35.1007705,129.0359646,510
민간위탁,부산광역시 중구청,보수 복개천 노상공영주차장,2007001205,중구 보수대로 42,공영,노상,24,35.1054172,129.0217009,655
민간위탁,부산광역시 중구청,국제회관 옆 노상공영주차장,2007001006,중구 대교로 103,공영,노상,23,35.1028538,129.0376623,442
민간위탁,부산광역시 중구청,영주 노외공영주차장,2007011036,중구 동영로 58 ,공영,노외,43,35.1124791,129.0339804,450
민간위탁,부산광역시 서구청,남부민2동노외공영주차장,2007011087,서구 남부민로 75 ,공영,노외,149,35.0841533,129.0226004,102
민간위탁,부산광역시 서구청,구덕노외공영주차장,2007011175,서구 대신로 127 ,공영,노외,96,35.1172392,129.0140187,201
민간위탁,부산광역시 서구청,남부민2동제3노상공영주차장,2007001857,서구 남부민2동 705,공영,노상,14,35.0846167,129.0211605,119
민간위탁,부산광역시 서구청,남부민1동제1노상공영,2007001214,서구 남부민1동 689-3,공영,노상,14,35.08996255,129.0210942,172
민간위탁,부산광역시 서구청,부민동제4노상공영주차장,2007001271,서구 부민동 66-1,공영,노상,22,35.10426895,129.0173178,486
민간위탁,부산광역시 서구청,아미초등학교지하공영주차장,2010000002,서구 해돋이로 241 ,공영,노외,76,35.0915398,129.0200505,233
민간위탁,부산광역시 서구청,부민동제2노외공영주차장,2011000001,서구 임시수도기념로 37 ,공영,노외,30,35.1033354,129.0192467,540
민간위탁,부산광역시 중구청,용두산 노외공영주차장,2007011162,중구 대청로 120 ,공영,노외,292,35.1035461,129.0275611,827
민간위탁,부산광역시 중구청,광복로 부평동구간 노상공영주차장,2007001308,중구 광복로 13,공영,노상,17,35.0993368,129.0273587,723
민간위탁,부산광역시 중구청,동주여고 앞 노상공영주차장,2007001069,중구 광복중앙로 22-1 ,공영,노상,27,35.1006059,129.0313464,699
민간위탁,부산광역시 중구청,보수 노외공영주차장,2007011099,중구 중구로75번길 25,공영,노외,34,35.1039031,129.0277354,836
민간위탁,부산광역시 중구청,자갈치시장 앞 노상공영주차장,2009000004,중구 자갈치해안로 52 ,공영,노상,30,35.0973146,129.033686,585
민간위탁,부산광역시 중구청,보수종합시장 노외공영주차장,2012000001,중구 보수대로106번길 27 ,공영,노외,10,35.1040394,129.0226627,658
민간위탁,부산광역시 중구청,신한은행 부산금융센터 뒤 노상공영주차장,2007001320,중구 해관로 7,공영,노상,13,35.1007705,129.0359646,510
민간위탁,부산광역시 중구청,중앙동 노외공영주차장,2009000002,중구 대청로135번길 36 ,공영,노외,29,35.1042289,129.03481,593
민간운영,부산광역시 기장군청,1구역 2소,2008000002,기장군 기장읍 280-2,공영,노상,12,35.2221405,129.2069469,19
민간운영,부산광역시 기장군청,1구역 3소,2008000003,기장군 기장읍 444-1,공영,노상,13,35.2221405,129.2069469,19
민간운영,부산광역시 기장군청,3구역 1소,2008000006,기장군 기장읍 418-12,공영,노상,24,35.2221405,129.2069469,19
시설관리공단위탁,부산광역시 기장군청,기장시장 공영주차장,2018000001,기장군 읍내로94번길 9 ,공영,노외,216,35.2441737,129.2144709,341
